,X_axis,Y_axis
0,4,0.0
1,5,0.0
2,6,0.0
3,7,0.0
4,8,0.0
5,9,0.0
6,10,0.0
7,11,0.0
8,12,0.0
9,13,0.0
10,14,0.0
11,15,0.0
12,16,0.0
13,17,0.0
14,18,0.0
15,19,0.0
16,20,0.0
17,21,0.0
18,22,0.0
19,23,0.0
20,24,0.0
21,25,0.045454545454545456
22,26,0.043478260869565216
23,27,0.041666666666666664
24,28,0.04
25,29,0.038461538461538464
26,30,0.07407407407407407
27,31,0.10714285714285714
28,32,0.10344827586206896
29,33,0.13333333333333333
30,34,0.12903225806451613
31,35,0.15625
32,36,0.15151515151515152
33,37,0.14705882352941177
34,38,0.17142857142857143
35,39,0.16666666666666666
36,40,0.16216216216216217
37,41,0.21052631578947367
38,42,0.23076923076923078
39,43,0.225
40,44,0.21951219512195122
41,45,0.21428571428571427
42,46,0.20930232558139536
43,47,0.20454545454545456
44,48,0.2222222222222222
45,49,0.2391304347826087
46,50,0.2553191489361702
47,51,0.25
48,52,0.2653061224489796
49,53,0.26
