Cidades,Estados,Geocode
Itapiranga/SC,SC,4208401.0
Itapoá/SC,SC,4208450.0
Ituporanga/SC,SC,4208500.0
Jaborá/SC,SC,4208609.0
Jacinto Machado/SC,SC,4208708.0
Jaguaruna/SC,SC,4208807.0
Jaraguá do Sul/SC,SC,4208906.0
Joaçaba/SC,SC,4209003.0
Joinville/SC,SC,4209102.0
José Boiteux/SC,SC,4209151.0
Jupiá/SC,SC,4209177.0
Lacerdópolis/SC,SC,4209201.0
Lages/SC,SC,4209300.0
Laguna/SC,SC,4209409.0
Lajeado Grande/SC,SC,4209458.0
Laurentino/SC,SC,4209508.0
Lauro Müller/SC,SC,4209607.0
Lebon Régis/SC,SC,4209706.0
Lindóia do Sul/SC,SC,4209854.0
Lontras/SC,SC,4209904.0
Luiz Alves/SC,SC,4210001.0
Luzerna/SC,SC,4210035.0
Macieira/SC,SC,4210050.0
Mafra/SC,SC,4210100.0
Major Gercino/SC,SC,4210209.0
Major Vieira/SC,SC,4210308.0
Maracajá/SC,SC,4210407.0
Maravilha/SC,SC,4210506.0
Marema/SC,SC,4210555.0
Massaranduba/SC,SC,4210605.0
Matos Costa/SC,SC,4210704.0
Meleiro/SC,SC,4210803.0
Modelo/SC,SC,4210902.0
Mondaí/SC,SC,4211009.0
Monte Carlo/SC,SC,4211058.0
Monte Castelo/SC,SC,4211108.0
Morro da Fumaça/SC,SC,4211207.0
Morro Grande/SC,SC,4211256.0
Navegantes/SC,SC,4211306.0
Nova Erechim/SC,SC,4211405.0
Nova Itaberaba/SC,SC,4211454.0
Nova Trento/SC,SC,4211504.0
Novo Horizonte/SC,SC,4211652.0
Orleans/SC,SC,4211702.0
Otacílio Costa/SC,SC,4211751.0
Paial/SC,SC,4211876.0
Painel/SC,SC,4211892.0
Palhoça/SC,SC,4211900.0
Palma Sola/SC,SC,4212007.0
Palmeira/SC,SC,4212056.0
Palmitos/SC,SC,4212106.0
Papanduva/SC,SC,4212205.0
Paraíso/SC,SC,4212239.0
Passo de Torres/SC,SC,4212254.0
Passos Maia/SC,SC,4212270.0
Paulo Lopes/SC,SC,4212304.0
Pedras Grandes/SC,SC,4212403.0
Penha/SC,SC,4212502.0
Peritiba/SC,SC,4212601.0
Pescaria Brava/SC,SC,4212650.0
Petrolândia/SC,SC,4212700.0
Balneário Piçarras/SC,SC,4212809.0
Pinhalzinho/SC,SC,4212908.0
Pinheiro Preto/SC,SC,4213005.0
Piratuba/SC,SC,4213104.0
Planalto Alegre/SC,SC,4213153.0
Pomerode/SC,SC,4213203.0
Ponte Alta/SC,SC,4213302.0
Ponte Alta do Norte/SC,SC,4213351.0
Ponte Serrada/SC,SC,4213401.0
Porto Belo/SC,SC,4213500.0
Porto União/SC,SC,4213609.0
Pouso Redondo/SC,SC,4213708.0
Praia Grande/SC,SC,4213807.0
Presidente Castello Branco/SC,SC,4213906.0
Presidente Getúlio/SC,SC,4214003.0
Presidente Nereu/SC,SC,4214102.0
Princesa/SC,SC,4214151.0
Quilombo/SC,SC,4214201.0
Rancho Queimado/SC,SC,4214300.0
Rio das Antas/SC,SC,4214409.0
Rio do Campo/SC,SC,4214508.0
Rio do Oeste/SC,SC,4214607.0
Rio dos Cedros/SC,SC,4214706.0
Rio do Sul/SC,SC,4214805.0
Rio Fortuna/SC,SC,4214904.0
Rio Negrinho/SC,SC,4215000.0
Riqueza/SC,SC,4215075.0
Rodeio/SC,SC,4215109.0
Romelândia/SC,SC,4215208.0
Saltinho/SC,SC,4215356.0
Salto Veloso/SC,SC,4215406.0
Sangão/SC,SC,4215455.0
Santa Cecília/SC,SC,4215505.0
Santa Helena/SC,SC,4215554.0
Santa Rosa do Sul/SC,SC,4215653.0
Santa Terezinha/SC,SC,4215679.0
Santa Terezinha do Progresso/SC,SC,4215687.0
Santo Amaro da Imperatriz/SC,SC,4215703.0
São Bernardino/SC,SC,4215752.0
São Bento do Sul/SC,SC,4215802.0
São Bonifácio/SC,SC,4215901.0
São Carlos/SC,SC,4216008.0
São Cristóvão do Sul/SC,SC,4216057.0
São Domingos/SC,SC,4216107.0
São Francisco do Sul/SC,SC,4216206.0
São João do Oeste/SC,SC,4216255.0
São João Batista/SC,SC,4216305.0
São João do Itaperiú/SC,SC,4216354.0
São João do Sul/SC,SC,4216404.0
São Joaquim/SC,SC,4216503.0
São José/SC,SC,4216602.0
São José do Cedro/SC,SC,4216701.0
São José do Cerrito/SC,SC,4216800.0
São Lourenço do Oeste/SC,SC,4216909.0
São Ludgero/SC,SC,4217006.0
São Martinho/SC,SC,4217105.0
São Miguel da Boa Vista/SC,SC,4217154.0
São Miguel do Oeste/SC,SC,4217204.0
Saudades/SC,SC,4217303.0
Seara/SC,SC,4217501.0
Serra Alta/SC,SC,4217550.0
Siderópolis/SC,SC,4217600.0
Sombrio/SC,SC,4217709.0
Sul Brasil/SC,SC,4217758.0
Taió/SC,SC,4217808.0
Tangará/SC,SC,4217907.0
Tigrinhos/SC,SC,4217956.0
Tijucas/SC,SC,4218004.0
Timbé do Sul/SC,SC,4218103.0
Timbó/SC,SC,4218202.0
Três Barras/SC,SC,4218301.0
Treviso/SC,SC,4218350.0
Treze Tílias/SC,SC,4218509.0
Trombudo Central/SC,SC,4218608.0
Tubarão/SC,SC,4218707.0
Turvo/SC,SC,4218806.0
Urubici/SC,SC,4218905.0
Urupema/SC,SC,4218954.0
Urussanga/SC,SC,4219002.0
Vargeão/SC,SC,4219101.0
Vargem/SC,SC,4219150.0
Vargem Bonita/SC,SC,4219176.0
Vidal Ramos/SC,SC,4219200.0
Videira/SC,SC,4219309.0
Vitor Meireles/SC,SC,4219358.0
Witmarsum/SC,SC,4219408.0
Xanxerê/SC,SC,4219507.0
Xavantina/SC,SC,4219606.0
Xaxim/SC,SC,4219705.0
Zortéa/SC,SC,4219853.0
Aceguá/RS,RS,4300034.0
Água Santa/RS,RS,4300059.0
Agudo/RS,RS,4300109.0
Ajuricaba/RS,RS,4300208.0
Alecrim/RS,RS,4300307.0
Alegrete/RS,RS,4300406.0
Alegria/RS,RS,4300455.0
Almirante Tamandaré do Sul/RS,RS,4300471.0
Alpestre/RS,RS,4300505.0
Alto Alegre/RS,RS,4300554.0
Alto Feliz/RS,RS,4300570.0
Alvorada/RS,RS,4300604.0
Amaral Ferrador/RS,RS,4300638.0
Ametista do Sul/RS,RS,4300646.0
André da Rocha/RS,RS,4300661.0
Anta Gorda/RS,RS,4300703.0
Antônio Prado/RS,RS,4300802.0
Arambaré/RS,RS,4300851.0
Araricá/RS,RS,4300877.0
Aratiba/RS,RS,4300901.0
Arroio do Meio/RS,RS,4301008.0
Arroio do Sal/RS,RS,4301057.0
Arroio do Padre/RS,RS,4301073.0
Arroio dos Ratos/RS,RS,4301107.0
Arroio do Tigre/RS,RS,4301206.0
Arroio Grande/RS,RS,4301305.0
Arvorezinha/RS,RS,4301404.0
Augusto Pestana/RS,RS,4301503.0
Bagé/RS,RS,4301602.0
Balneário Pinhal/RS,RS,4301636.0
Barão/RS,RS,4301651.0
Barão de Cotegipe/RS,RS,4301701.0
Barão do Triunfo/RS,RS,4301750.0
Barracão/RS,RS,4301800.0
Barra do Guarita/RS,RS,4301859.0
Barra do Quaraí/RS,RS,4301875.0
Barra do Ribeiro/RS,RS,4301909.0
Barra Funda/RS,RS,4301958.0
Barros Cassal/RS,RS,4302006.0
Benjamin Constant do Sul/RS,RS,4302055.0
Bento Gonçalves/RS,RS,4302105.0
Boa Vista das Missões/RS,RS,4302154.0
Boa Vista do Buricá/RS,RS,4302204.0
Boa Vista do Cadeado/RS,RS,4302220.0
Boa Vista do Incra/RS,RS,4302238.0
Boa Vista do Sul/RS,RS,4302253.0
Bom Jesus/RS,RS,4302303.0
Bom Princípio/RS,RS,4302352.0
Bom Progresso/RS,RS,4302378.0
Bom Retiro do Sul/RS,RS,4302402.0
Boqueirão do Leão/RS,RS,4302451.0
Bossoroca/RS,RS,4302501.0
Bozano/RS,RS,4302584.0
Brochier/RS,RS,4302659.0
Butiá/RS,RS,4302709.0
Caçapava do Sul/RS,RS,4302808.0
Cacequi/RS,RS,4302907.0
Cachoeira do Sul/RS,RS,4303004.0
Cachoeirinha/RS,RS,4303103.0
Cacique Doble/RS,RS,4303202.0
Caibaté/RS,RS,4303301.0
Caiçara/RS,RS,4303400.0
Camaquã/RS,RS,4303509.0
Camargo/RS,RS,4303558.0
Cambará do Sul/RS,RS,4303608.0
Campestre da Serra/RS,RS,4303673.0
Campina das Missões/RS,RS,4303707.0
Campinas do Sul/RS,RS,4303806.0
Campo Bom/RS,RS,4303905.0
Campo Novo/RS,RS,4304002.0
Campos Borges/RS,RS,4304101.0
Candelária/RS,RS,4304200.0
Cândido Godói/RS,RS,4304309.0
Candiota/RS,RS,4304358.0
Canela/RS,RS,4304408.0
Canguçu/RS,RS,4304507.0
Canoas/RS,RS,4304606.0
Canudos do Vale/RS,RS,4304614.0
Capão Bonito do Sul/RS,RS,4304622.0
Capão da Canoa/RS,RS,4304630.0
Capão do Cipó/RS,RS,4304655.0
Capivari do Sul/RS,RS,4304671.0
Capela de Santana/RS,RS,4304689.0
Capitão/RS,RS,4304697.0
Carazinho/RS,RS,4304705.0
Caraá/RS,RS,4304713.0
Carlos Barbosa/RS,RS,4304804.0
Carlos Gomes/RS,RS,4304853.0
Casca/RS,RS,4304903.0
Caseiros/RS,RS,4304952.0
Catuípe/RS,RS,4305009.0
Caxias do Sul/RS,RS,4305108.0
Centenário/RS,RS,4305116.0
Cerrito/RS,RS,4305124.0
Cerro Branco/RS,RS,4305132.0
Cerro Grande/RS,RS,4305157.0
Cerro Grande do Sul/RS,RS,4305173.0
Cerro Largo/RS,RS,4305207.0
Chapada/RS,RS,4305306.0
Charqueadas/RS,RS,4305355.0
Charrua/RS,RS,4305371.0
Chiapetta/RS,RS,4305405.0
Chuí/RS,RS,4305439.0
Chuvisca/RS,RS,4305447.0
Cidreira/RS,RS,4305454.0
Ciríaco/RS,RS,4305504.0
Colinas/RS,RS,4305587.0
Condor/RS,RS,4305702.0
Constantina/RS,RS,4305801.0
Coqueiro Baixo/RS,RS,4305835.0
Coqueiros do Sul/RS,RS,4305850.0
Coronel Barros/RS,RS,4305871.0
Coronel Bicaco/RS,RS,4305900.0
Coronel Pilar/RS,RS,4305934.0
Cotiporã/RS,RS,4305959.0
Coxilha/RS,RS,4305975.0
Crissiumal/RS,RS,4306007.0
Cristal/RS,RS,4306056.0
Cristal do Sul/RS,RS,4306072.0
Cruz Alta/RS,RS,4306106.0
Cruzaltense/RS,RS,4306130.0
Cruzeiro do Sul/RS,RS,4306205.0
David Canabarro/RS,RS,4306304.0
Derrubadas/RS,RS,4306320.0
Dezesseis de Novembro/RS,RS,4306353.0
Dilermando de Aguiar/RS,RS,4306379.0
Dois Irmãos/RS,RS,4306403.0
Dois Irmãos das Missões/RS,RS,4306429.0
Dois Lajeados/RS,RS,4306452.0
Dom Feliciano/RS,RS,4306502.0
Dom Pedro de Alcântara/RS,RS,4306551.0
Dom Pedrito/RS,RS,4306601.0
Dona Francisca/RS,RS,4306700.0
Doutor Maurício Cardoso/RS,RS,4306734.0
Doutor Ricardo/RS,RS,4306759.0
Eldorado do Sul/RS,RS,4306767.0
Encantado/RS,RS,4306809.0
Encruzilhada do Sul/RS,RS,4306908.0
Engenho Velho/RS,RS,4306924.0
Entre-Ijuís/RS,RS,4306932.0
Entre Rios do Sul/RS,RS,4306957.0
Erebango/RS,RS,4306973.0
Erechim/RS,RS,4307005.0
Ernestina/RS,RS,4307054.0
Herval/RS,RS,4307104.0
Erval Grande/RS,RS,4307203.0
Erval Seco/RS,RS,4307302.0
Esmeralda/RS,RS,4307401.0
Esperança do Sul/RS,RS,4307450.0
Espumoso/RS,RS,4307500.0
Estação/RS,RS,4307559.0
Estância Velha/RS,RS,4307609.0
Esteio/RS,RS,4307708.0
Estrela/RS,RS,4307807.0
Estrela Velha/RS,RS,4307815.0
Eugênio de Castro/RS,RS,4307831.0
Farroupilha/RS,RS,4307906.0
Faxinal do Soturno/RS,RS,4308003.0
Faxinalzinho/RS,RS,4308052.0
Fazenda Vilanova/RS,RS,4308078.0
Feliz/RS,RS,4308102.0
Flores da Cunha/RS,RS,4308201.0
Floriano Peixoto/RS,RS,4308250.0
Fontoura Xavier/RS,RS,4308300.0
Formigueiro/RS,RS,4308409.0
Forquetinha/RS,RS,4308433.0
Fortaleza dos Valos/RS,RS,4308458.0
Frederico Westphalen/RS,RS,4308508.0
Garibaldi/RS,RS,4308607.0
Garruchos/RS,RS,4308656.0
Gaurama/RS,RS,4308706.0
General Câmara/RS,RS,4308805.0
Getúlio Vargas/RS,RS,4308904.0
Giruá/RS,RS,4309001.0
Glorinha/RS,RS,4309050.0
Gramado/RS,RS,4309100.0
Gramado Xavier/RS,RS,4309159.0
Gravataí/RS,RS,4309209.0
Guabiju/RS,RS,4309258.0
Guaíba/RS,RS,4309308.0
Guaporé/RS,RS,4309407.0
Guarani das Missões/RS,RS,4309506.0
Harmonia/RS,RS,4309555.0
Herveiras/RS,RS,4309571.0
Horizontina/RS,RS,4309605.0
Hulha Negra/RS,RS,4309654.0
Humaitá/RS,RS,4309704.0
Ibarama/RS,RS,4309753.0
Ibiaçá/RS,RS,4309803.0
Ibiraiaras/RS,RS,4309902.0
Ibirapuitã/RS,RS,4309951.0
Ibirubá/RS,RS,4310009.0
Igrejinha/RS,RS,4310108.0
Ijuí/RS,RS,4310207.0
Ilópolis/RS,RS,4310306.0
Imbé/RS,RS,4310330.0
Imigrante/RS,RS,4310363.0
Independência/RS,RS,4310405.0
Inhacorá/RS,RS,4310413.0
Ipê/RS,RS,4310439.0
Ipiranga do Sul/RS,RS,4310462.0
Iraí/RS,RS,4310504.0
Itaara/RS,RS,4310538.0
Itacurubi/RS,RS,4310553.0
Itapuca/RS,RS,4310579.0
Itaqui/RS,RS,4310603.0
Itati/RS,RS,4310652.0
Itatiba do Sul/RS,RS,4310702.0
Ivorá/RS,RS,4310751.0
Ivoti/RS,RS,4310801.0
Jaboticaba/RS,RS,4310850.0
Jacuizinho/RS,RS,4310876.0
Jacutinga/RS,RS,4310900.0
Jaguarão/RS,RS,4311007.0
Jaguari/RS,RS,4311106.0
Jaquirana/RS,RS,4311122.0
Jari/RS,RS,4311130.0
Jóia/RS,RS,4311155.0
Júlio de Castilhos/RS,RS,4311205.0
Lagoa Bonita do Sul/RS,RS,4311239.0
Lagoão/RS,RS,4311254.0
Lagoa dos Três Cantos/RS,RS,4311270.0
Lagoa Vermelha/RS,RS,4311304.0
Lajeado/RS,RS,4311403.0
Lajeado do Bugre/RS,RS,4311429.0
Lavras do Sul/RS,RS,4311502.0
Liberato Salzano/RS,RS,4311601.0
Lindolfo Collor/RS,RS,4311627.0
Linha Nova/RS,RS,4311643.0
Machadinho/RS,RS,4311700.0
Maçambará/RS,RS,4311718.0
Mampituba/RS,RS,4311734.0
Manoel Viana/RS,RS,4311759.0
Maquiné/RS,RS,4311775.0
Maratá/RS,RS,4311791.0
Marau/RS,RS,4311809.0
Marcelino Ramos/RS,RS,4311908.0
Mariana Pimentel/RS,RS,4311981.0
Marques de Souza/RS,RS,4312054.0
Mata/RS,RS,4312104.0
Mato Castelhano/RS,RS,4312138.0
Mato Leitão/RS,RS,4312153.0
Maximiliano de Almeida/RS,RS,4312203.0
Minas do Leão/RS,RS,4312252.0
Miraguaí/RS,RS,4312302.0
Montauri/RS,RS,4312351.0
Monte Alegre dos Campos/RS,RS,4312377.0
Monte Belo do Sul/RS,RS,4312385.0
Montenegro/RS,RS,4312401.0
Mormaço/RS,RS,4312427.0
Morrinhos do Sul/RS,RS,4312443.0
Morro Redondo/RS,RS,4312450.0
Morro Reuter/RS,RS,4312476.0
Mostardas/RS,RS,4312500.0
Muçum/RS,RS,4312609.0
Muitos Capões/RS,RS,4312617.0
Não-Me-Toque/RS,RS,4312658.0
Nicolau Vergueiro/RS,RS,4312674.0
Nonoai/RS,RS,4312708.0
Nova Alvorada/RS,RS,4312757.0
Nova Araçá/RS,RS,4312807.0
Nova Bassano/RS,RS,4312906.0
Nova Bréscia/RS,RS,4313003.0
Nova Esperança do Sul/RS,RS,4313037.0
Nova Hartz/RS,RS,4313060.0
Nova Pádua/RS,RS,4313086.0
Nova Palma/RS,RS,4313102.0
Nova Petrópolis/RS,RS,4313201.0
Nova Prata/RS,RS,4313300.0
Nova Roma do Sul/RS,RS,4313359.0
Nova Santa Rita/RS,RS,4313375.0
Novo Cabrais/RS,RS,4313391.0
Novo Hamburgo/RS,RS,4313409.0
Novo Machado/RS,RS,4313425.0
Novo Tiradentes/RS,RS,4313441.0
Novo Xingu/RS,RS,4313466.0
Novo Barreiro/RS,RS,4313490.0
Osório/RS,RS,4313508.0
Paim Filho/RS,RS,4313607.0
Palmares do Sul/RS,RS,4313656.0
Palmeira das Missões/RS,RS,4313706.0
Palmitinho/RS,RS,4313805.0
Panambi/RS,RS,4313904.0
Pantano Grande/RS,RS,4313953.0
Paraí/RS,RS,4314001.0
Paraíso do Sul/RS,RS,4314027.0
Pareci Novo/RS,RS,4314035.0
Parobé/RS,RS,4314050.0
Passa Sete/RS,RS,4314068.0
Passo do Sobrado/RS,RS,4314076.0
Passo Fundo/RS,RS,4314100.0
Paulo Bento/RS,RS,4314134.0
Paverama/RS,RS,4314159.0
Pedras Altas/RS,RS,4314175.0
Pedro Osório/RS,RS,4314209.0
Pejuçara/RS,RS,4314308.0
Pelotas/RS,RS,4314407.0
Picada Café/RS,RS,4314423.0
Pinhal/RS,RS,4314456.0
Pinhal da Serra/RS,RS,4314464.0
Pinhal Grande/RS,RS,4314472.0
Pinheirinho do Vale/RS,RS,4314498.0
Pinheiro Machado/RS,RS,4314506.0
Pinto Bandeira/RS,RS,4314548.0
Pirapó/RS,RS,4314555.0
Piratini/RS,RS,4314605.0
Planalto/RS,RS,4314704.0
Poço das Antas/RS,RS,4314753.0
Pontão/RS,RS,4314779.0
Ponte Preta/RS,RS,4314787.0
Portão/RS,RS,4314803.0
Porto Alegre/RS,RS,4314902.0
Porto Lucena/RS,RS,4315008.0
Porto Mauá/RS,RS,4315057.0
Porto Vera Cruz/RS,RS,4315073.0
Porto Xavier/RS,RS,4315107.0
Pouso Novo/RS,RS,4315131.0
Presidente Lucena/RS,RS,4315149.0
Progresso/RS,RS,4315156.0
Protásio Alves/RS,RS,4315172.0
Putinga/RS,RS,4315206.0
Quaraí/RS,RS,4315305.0
Quevedos/RS,RS,4315321.0
Quinze de Novembro/RS,RS,4315354.0
Redentora/RS,RS,4315404.0
Relvado/RS,RS,4315453.0
Restinga Sêca/RS,RS,4315503.0
Rio dos Índios/RS,RS,4315552.0
Rio Grande/RS,RS,4315602.0
Rio Pardo/RS,RS,4315701.0
Riozinho/RS,RS,4315750.0
Roca Sales/RS,RS,4315800.0
Rodeio Bonito/RS,RS,4315909.0
Rolador/RS,RS,4315958.0
Rolante/RS,RS,4316006.0
Ronda Alta/RS,RS,4316105.0
Rondinha/RS,RS,4316204.0
Roque Gonzales/RS,RS,4316303.0
Rosário do Sul/RS,RS,4316402.0
Sagrada Família/RS,RS,4316428.0
Saldanha Marinho/RS,RS,4316436.0
Salto do Jacuí/RS,RS,4316451.0
Salvador das Missões/RS,RS,4316477.0
Salvador do Sul/RS,RS,4316501.0
Sananduva/RS,RS,4316600.0
Santa Bárbara do Sul/RS,RS,4316709.0
Santa Cecília do Sul/RS,RS,4316733.0
Santa Clara do Sul/RS,RS,4316758.0
Santa Cruz do Sul/RS,RS,4316808.0
Santa Maria/RS,RS,4316907.0
Santa Maria do Herval/RS,RS,4316956.0
Santa Margarida do Sul/RS,RS,4316972.0
Santana da Boa Vista/RS,RS,4317004.0
Sant'Ana do Livramento/RS,RS,4317103.0
Santa Rosa/RS,RS,4317202.0
Santa Tereza/RS,RS,4317251.0
Santa Vitória do Palmar/RS,RS,4317301.0
Santiago/RS,RS,4317400.0
Santo Ângelo/RS,RS,4317509.0
Santo Antônio do Palma/RS,RS,4317558.0
Santo Antônio da Patrulha/RS,RS,4317608.0
Santo Antônio das Missões/RS,RS,4317707.0
Santo Antônio do Planalto/RS,RS,4317756.0
Santo Augusto/RS,RS,4317806.0
Santo Cristo/RS,RS,4317905.0
Santo Expedito do Sul/RS,RS,4317954.0
São Borja/RS,RS,4318002.0
São Domingos do Sul/RS,RS,4318051.0
São Francisco de Assis/RS,RS,4318101.0
São Francisco de Paula/RS,RS,4318200.0
São Gabriel/RS,RS,4318309.0
São Jerônimo/RS,RS,4318408.0
São João da Urtiga/RS,RS,4318424.0
São João do Polêsine/RS,RS,4318432.0
São Jorge/RS,RS,4318440.0
São José das Missões/RS,RS,4318457.0
São José do Herval/RS,RS,4318465.0
São José do Hortêncio/RS,RS,4318481.0
São José do Norte/RS,RS,4318507.0
São José do Ouro/RS,RS,4318606.0
São José do Sul/RS,RS,4318614.0
São José dos Ausentes/RS,RS,4318622.0
São Leopoldo/RS,RS,4318705.0
São Lourenço do Sul/RS,RS,4318804.0
São Luiz Gonzaga/RS,RS,4318903.0
São Marcos/RS,RS,4319000.0
São Martinho/RS,RS,4319109.0
São Martinho da Serra/RS,RS,4319125.0
São Miguel das Missões/RS,RS,4319158.0
São Nicolau/RS,RS,4319208.0
São Paulo das Missões/RS,RS,4319307.0
São Pedro da Serra/RS,RS,4319356.0
São Pedro das Missões/RS,RS,4319364.0
São Pedro do Butiá/RS,RS,4319372.0
São Pedro do Sul/RS,RS,4319406.0
São Sebastião do Caí/RS,RS,4319505.0
São Sepé/RS,RS,4319604.0
São Valentim/RS,RS,4319703.0
São Valentim do Sul/RS,RS,4319711.0
São Vendelino/RS,RS,4319752.0
São Vicente do Sul/RS,RS,4319802.0
Sapiranga/RS,RS,4319901.0
Sapucaia do Sul/RS,RS,4320008.0
Sarandi/RS,RS,4320107.0
Seberi/RS,RS,4320206.0
Segredo/RS,RS,4320263.0
Selbach/RS,RS,4320305.0
Senador Salgado Filho/RS,RS,4320321.0
Sentinela do Sul/RS,RS,4320354.0
Serafina Corrêa/RS,RS,4320404.0
Sério/RS,RS,4320453.0
Sertão/RS,RS,4320503.0
Sertão Santana/RS,RS,4320552.0
Sete de Setembro/RS,RS,4320578.0
Silveira Martins/RS,RS,4320651.0
Sinimbu/RS,RS,4320677.0
Sobradinho/RS,RS,4320701.0
Soledade/RS,RS,4320800.0
Tabaí/RS,RS,4320859.0
Tapejara/RS,RS,4320909.0
Tapera/RS,RS,4321006.0
Tapes/RS,RS,4321105.0
Taquara/RS,RS,4321204.0
Taquari/RS,RS,4321303.0
Taquaruçu do Sul/RS,RS,4321329.0
Tavares/RS,RS,4321352.0
Tenente Portela/RS,RS,4321402.0
Terra de Areia/RS,RS,4321436.0
Teutônia/RS,RS,4321451.0
Tio Hugo/RS,RS,4321469.0
Tiradentes do Sul/RS,RS,4321477.0
Toropi/RS,RS,4321493.0
Torres/RS,RS,4321501.0
Tramandaí/RS,RS,4321600.0
Travesseiro/RS,RS,4321626.0
Três Cachoeiras/RS,RS,4321667.0
Três Coroas/RS,RS,4321709.0
Três de Maio/RS,RS,4321808.0
Três Forquilhas/RS,RS,4321832.0
Três Palmeiras/RS,RS,4321857.0
Três Passos/RS,RS,4321907.0
Trindade do Sul/RS,RS,4321956.0
Triunfo/RS,RS,4322004.0
Tucunduva/RS,RS,4322103.0
Tunas/RS,RS,4322152.0
Tupanci do Sul/RS,RS,4322186.0
Tupanciretã/RS,RS,4322202.0
Tupandi/RS,RS,4322251.0
Tuparendi/RS,RS,4322301.0
Turuçu/RS,RS,4322327.0
União da Serra/RS,RS,4322350.0
Unistalda/RS,RS,4322376.0
Uruguaiana/RS,RS,4322400.0
Vacaria/RS,RS,4322509.0
Vale Verde/RS,RS,4322525.0
Vale do Sol/RS,RS,4322533.0
Vale Real/RS,RS,4322541.0
Vanini/RS,RS,4322558.0
Venâncio Aires/RS,RS,4322608.0
Vera Cruz/RS,RS,4322707.0
Veranópolis/RS,RS,4322806.0
Vespasiano Corrêa/RS,RS,4322855.0
Viadutos/RS,RS,4322905.0
Viamão/RS,RS,4323002.0
Vicente Dutra/RS,RS,4323101.0
Victor Graeff/RS,RS,4323200.0
Vila Flores/RS,RS,4323309.0
Vila Lângaro/RS,RS,4323358.0
Vila Maria/RS,RS,4323408.0
Vila Nova do Sul/RS,RS,4323457.0
Vista Alegre/RS,RS,4323507.0
Vista Alegre do Prata/RS,RS,4323606.0
Vista Gaúcha/RS,RS,4323705.0
Vitória das Missões/RS,RS,4323754.0
Westfália/RS,RS,4323770.0
Xangri-lá/RS,RS,4323804.0
Água Clara/MS,MS,5000203.0
Alcinópolis/MS,MS,5000252.0
Amambai/MS,MS,5000609.0
Anastácio/MS,MS,5000708.0
Anaurilândia/MS,MS,5000807.0
Angélica/MS,MS,5000856.0
Antônio João/MS,MS,5000906.0
Aparecida do Taboado/MS,MS,5001003.0
Aquidauana/MS,MS,5001102.0
Aral Moreira/MS,MS,5001243.0
Bandeirantes/MS,MS,5001508.0
Bataguassu/MS,MS,5001904.0
Batayporã/MS,MS,5002001.0
Bela Vista/MS,MS,5002100.0
Bodoquena/MS,MS,5002159.0
Bonito/MS,MS,5002209.0
Brasilândia/MS,MS,5002308.0
Caarapó/MS,MS,5002407.0
Camapuã/MS,MS,5002605.0
Campo Grande/MS,MS,5002704.0
Caracol/MS,MS,5002803.0
Cassilândia/MS,MS,5002902.0
Chapadão do Sul/MS,MS,5002951.0
Corguinho/MS,MS,5003108.0
Coronel Sapucaia/MS,MS,5003157.0
Corumbá/MS,MS,5003207.0
Costa Rica/MS,MS,5003256.0
Coxim/MS,MS,5003306.0
Deodápolis/MS,MS,5003454.0
Dois Irmãos do Buriti/MS,MS,5003488.0
Douradina/MS,MS,5003504.0
Dourados/MS,MS,5003702.0
Eldorado/MS,MS,5003751.0
Fátima do Sul/MS,MS,5003801.0
Figueirão/MS,MS,5003900.0
Glória de Dourados/MS,MS,5004007.0
Guia Lopes da Laguna/MS,MS,5004106.0
Iguatemi/MS,MS,5004304.0
Inocência/MS,MS,5004403.0
Itaporã/MS,MS,5004502.0
Itaquiraí/MS,MS,5004601.0
Ivinhema/MS,MS,5004700.0
Japorã/MS,MS,5004809.0
Jaraguari/MS,MS,5004908.0
Jardim/MS,MS,5005004.0
Jateí/MS,MS,5005103.0
Juti/MS,MS,5005152.0
Ladário/MS,MS,5005202.0
Laguna Carapã/MS,MS,5005251.0
Maracaju/MS,MS,5005400.0
Miranda/MS,MS,5005608.0
Mundo Novo/MS,MS,5005681.0
Naviraí/MS,MS,5005707.0
Nioaque/MS,MS,5005806.0
Nova Alvorada do Sul/MS,MS,5006002.0
Nova Andradina/MS,MS,5006200.0
Novo Horizonte do Sul/MS,MS,5006259.0
Paraíso das Águas/MS,MS,5006275.0
Paranaíba/MS,MS,5006309.0
Paranhos/MS,MS,5006358.0
Pedro Gomes/MS,MS,5006408.0
Ponta Porã/MS,MS,5006606.0
Porto Murtinho/MS,MS,5006903.0
Ribas do Rio Pardo/MS,MS,5007109.0
Rio Brilhante/MS,MS,5007208.0
Rio Negro/MS,MS,5007307.0
Rio Verde de Mato Grosso/MS,MS,5007406.0
Rochedo/MS,MS,5007505.0
Santa Rita do Pardo/MS,MS,5007554.0
São Gabriel do Oeste/MS,MS,5007695.0
Sete Quedas/MS,MS,5007703.0
Selvíria/MS,MS,5007802.0
Sidrolândia/MS,MS,5007901.0
Sonora/MS,MS,5007935.0
Tacuru/MS,MS,5007950.0
Taquarussu/MS,MS,5007976.0
Terenos/MS,MS,5008008.0
Três Lagoas/MS,MS,5008305.0
Vicentina/MS,MS,5008404.0
Acorizal/MT,MT,5100102.0
Água Boa/MT,MT,5100201.0
Alta Floresta/MT,MT,5100250.0
